,author,avgRating,bookid,genre1,genre2,isbn,lang,name,rating1,rating2,rating3,rating4,rating5,rating_count,url
848,Erica Stevens,4.27,16174968,Paranormal,Fantasy,,English,Refugee (The Captive #3),45,181,1142,2683,3713,7764,https://www.goodreads.com/book/show/16174968-refugee
849,Ethan Zuckerman,3.95,16233761,Nonfiction,Cities,9.78039E+12,English,Rewire: Digital Cosmopolitans in the Age of Connection,3,16,67,135,92,313,https://www.goodreads.com/book/show/16233761-rewire
850,Mark P. Witton,4.44,17130524,Science,Nonfiction,9.78069E+12,English,"Pterosaurs: Natural History, Evolution, Anatomy",1,2,12,27,67,109,https://www.goodreads.com/book/show/17130524-pterosaurs
851,Thomas Pynchon,3.56,17208457,Fiction,Mystery,9.78159E+12,English,Bleeding Edge,483,938,2457,3402,1780,9060,https://www.goodreads.com/book/show/17208457-bleeding-edge
852,Erika Hall,4.1,17236175,Design,Business,9.78194E+12,English,Just Enough Research (A Book Apart #9),5,21,121,317,248,712,https://www.goodreads.com/book/show/17236175-just-enough-research
853,Seth Godin,3.94,685401,Business,Nonfiction,9.78068E+12,,Permission Marketing: Turning Strangers Into Friends And Friends Into Customers,258,635,2576,3935,3971,11375,https://www.goodreads.com/book/show/685401.Permission_Marketing
854,Dan Brown,3.82,17212231,Fiction,Mystery,9.78039E+12,English,Inferno (Robert Langdon #4),7745,27732,96052,140240,105261,377030,https://www.goodreads.com/book/show/17212231-inferno
855,Bill Bryson,4.07,17262366,History,Nonfiction,9.78077E+12,English,"One Summer: America, 1927",584,1196,5917,14993,12534,35224,https://www.goodreads.com/book/show/17262366-one-summer
856,James Barrat,3.75,17286699,Science,Nonfiction,9.78031E+12,English,Our Final Invention: Artificial Intelligence and the End of the Human Era,48,141,487,727,445,1848,https://www.goodreads.com/book/show/17286699-our-final-invention
857,David S. Evans,3.71,3646,Business,Science,9.78026E+12,English,Invisible Engines: How Software Platforms Drive Innovation and Transform Industries,0,2,20,20,9,51,https://www.goodreads.com/book/show/3646.Invisible_Engines
858,Joseph R. Garber,3.95,383350,Fiction,Thriller,9.78055E+12,English,Vertical Run,37,122,436,767,679,2041,https://www.goodreads.com/book/show/383350.Vertical_Run
859,William  Boyd,3.47,17349201,Fiction,Thriller,9.78006E+12,English,Solo (James Bond - Extended Series #38),83,412,1514,1438,494,3941,https://www.goodreads.com/book/show/17349201-solo
860,Ann Leckie,3.97,17333324,Science Fiction,Fiction,9.78032E+12,English,Ancillary Justice (Imperial Radch #1),1332,2999,10136,22084,18625,55176,https://www.goodreads.com/book/show/17333324-ancillary-justice
861,Alexis Ohanian,3.7,17333428,Science,Nonfiction,9.78146E+12,English,"Without Their Permission: How the 21st Century Will Be Made, Not Managed",26,105,484,518,329,1462,https://www.goodreads.com/book/show/17333428-without-their-permission
862,Douglas R. Hofstadter,3.98,248189,Science,Philosophy,9.78047E+12,English,Fluid Concepts and Creative Analogies,5,30,114,192,179,520,https://www.goodreads.com/book/show/248189.Fluid_Concepts_and_Creative_Analogies
863,The New York Times,0,17370059,,,,English,"Mike Tyson: His Fights, His Life",,,,,,0,https://www.goodreads.com/book/show/17370059-mike-tyson
864,Josiah Bancroft,4.32,17554595,Fantasy,Science Fiction,9.78148E+12,English,Senlin Ascends (The Books of Babel #1),36,115,368,1228,1852,3599,https://www.goodreads.com/book/show/17554595-senlin-ascends
865,Naomi Klein,3.87,647,Nonfiction,Politics,9.78031E+12,English,No Logo,468,1373,5186,8719,6385,22131,https://www.goodreads.com/book/show/647.No_Logo
866,James Dyson,4.25,955045,Biography,Business,9.78159E+12,English,Against the Odds: An Autobiography,2,7,29,98,110,246,https://www.goodreads.com/book/show/955045.Against_the_Odds
867,David S. Khara,3.63,17732292,Thriller,Fiction,9.78194E+12,English,The Bleiberg Project (Consortium #1),7,27,76,100,53,263,https://www.goodreads.com/book/show/17732292-the-bleiberg-project
868,Steven Hall,3.87,2081374,Fiction,Fantasy,9.78185E+12,English,The Raw Shark Texts,444,1105,3095,5090,4742,14476,https://www.goodreads.com/book/show/2081374.The_Raw_Shark_Texts
869,Bradford D. Smart,3.74,915182,Business,Leadership,9.78159E+12,English,"Topgrading: How Leading Companies Win by Hiring, Coaching, and Keeping the Best People",18,42,118,181,131,490,https://www.goodreads.com/book/show/915182.Topgrading
870,Dana Goodyear,3.44,17707720,Food and Drink,Nonfiction,9.78159E+12,English,"Anything That Moves: Renegade Chefs, Fearless Eaters, and the Making of a New American Food Culture",26,95,364,298,124,907,https://www.goodreads.com/book/show/17707720-anything-that-moves
871,Jeff Stibel,3.83,17343416,Nonfiction,Science,9.78114E+12,English,"Breakpoint: Why the Web will Implode, Search will be Obsolete, and Everything Else you Need to Know about Technology is in Your Brain",3,15,42,73,50,183,https://www.goodreads.com/book/show/17343416-breakpoint
872,Alfred Lansing,4.37,139069,Nonfiction,History,9.78079E+12,English,Endurance: Shackleton's Incredible Voyage,492,1063,6391,19911,32136,59993,https://www.goodreads.com/book/show/139069.Endurance
873,John Grisham,3.99,17288661,Fiction,Mystery,9.78039E+12,English,Sycamore Row (Jake Brigance #2),752,3356,18987,38544,26896,88535,https://www.goodreads.com/book/show/17288661-sycamore-row
874,Richard Flanagan,4.01,19322250,Fiction,Historical,9.78039E+12,English,The Narrow Road to the Deep North,1032,2335,6576,13801,14617,38361,https://www.goodreads.com/book/show/19322250-the-narrow-road-to-the-deep-north
875,Don James,4.29,908943,Art,Sports and Games,9.78081E+12,English,Surfing San Onofre to Point Dume: 1936-1942,0,0,4,2,8,14,https://www.goodreads.com/book/show/908943.Surfing_San_Onofre_to_Point_Dume
876,Novak Djokovic,3.81,17910549,Nonfiction,Health,9.78035E+12,English,Serve to Win: The 14-Day Gluten-Free Plan for Physical and Mental Excellence,17,77,357,434,332,1217,https://www.goodreads.com/book/show/17910549-serve-to-win
877,Erik Brynjolfsson,3.97,17986396,Nonfiction,Science,9.78039E+12,English,"The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies",149,371,1758,3349,2719,8346,https://www.goodreads.com/book/show/17986396-the-second-machine-age
878,Peter Thiel,4.16,18050143,Business,Nonfiction,9.7808E+12,English,"Zero to One: Notes on Startups, or How to Build the Future",1452,2453,10384,25349,31269,70907,https://www.goodreads.com/book/show/18050143-zero-to-one
879,Alistair Cockburn,3.94,3353,Business,Business,,English,Crystal Clear: A Human-Powered Methodology for Small Teams (The Agile Software Development Series),1,7,24,38,35,105,https://www.goodreads.com/book/show/3353.Crystal_Clear
880,Chris Hadfield,4.15,18170143,Nonfiction,Science,9.78032E+12,English,An Astronaut's Guide to Life on Earth,655,1102,5024,12166,14227,33174,https://www.goodreads.com/book/show/18170143-an-astronaut-s-guide-to-life-on-earth
881,Leigh Brackett,3.46,908296,Fantasy,Science Fiction,9.78044E+12,English,The Sword of Rhiannon,8,84,288,226,100,706,https://www.goodreads.com/book/show/908296.The_Sword_of_Rhiannon
882,Mark Bittman,4.28,2603,Food and Drink,Food and Drink,9.78076E+12,English,How to Cook Everything: The Basics: Simple Recipes Anyone Can Cook (How to Cook Everything),8,37,153,379,572,1149,https://www.goodreads.com/book/show/2603.How_to_Cook_Everything
883,Robert Galbraith,4.04,18214414,Mystery,Fiction,9.78032E+12,English,The Silkworm (Cormoran Strike #2),1466,4831,30147,75276,50852,162572,https://www.goodreads.com/book/show/18214414-the-silkworm
884,David Ogilvy,4.17,641601,Business,Nonfiction,9.78039E+12,English,Ogilvy on Advertising,68,217,1041,2385,2791,6502,https://www.goodreads.com/book/show/641601.Ogilvy_on_Advertising
885,Nick Bilton,4.04,18656827,Business,Nonfiction,9.78159E+12,English,"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal",213,420,1984,4293,3916,10826,https://www.goodreads.com/book/show/18656827-hatching-twitter
886,Al Ries,4.11,2601,Business,Nonfiction,9.78007E+12,,Marketing Warfare,10,41,171,400,392,1014,https://www.goodreads.com/book/show/2601.Marketing_Warfare
887,Owen Johnson,3.65,2512,Fiction,Academic,9.78193E+12,English,Stover at Yale,0,6,19,14,13,52,https://www.goodreads.com/book/show/2512.Stover_at_Yale
888,Jonathan Safran Foer,3.9,256566,Fiction,Historical,9.78006E+12,English,Everything Is Illuminated,4298,10461,31515,53532,50031,149837,https://www.goodreads.com/book/show/256566.Everything_Is_Illuminated
889,Roland Lazenby,4.25,18453086,Biography,Sports and Games,9.78032E+12,English,Michael Jordan: The Life,19,57,346,1049,1174,2645,https://www.goodreads.com/book/show/18453086-michael-jordan
890,N.K. Jemisin,4.31,19161852,Fantasy,Fiction,,English,The Fifth Season (The Broken Earth #1),546,1159,5066,16682,23725,47178,https://www.goodreads.com/book/show/19161852-the-fifth-season
891,Kim Zetter,4.11,18465875,Nonfiction,Science,9.78077E+12,,Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon,27,78,544,1274,1107,3030,https://www.goodreads.com/book/show/18465875-countdown-to-zero-day
892,Blake J. Harris,3.91,18505802,Nonfiction,History,9.78006E+12,English,"Console Wars: Sega, Nintendo, and the Battle that Defined a Generation",129,409,1373,2479,2018,6408,https://www.goodreads.com/book/show/18505802-console-wars
893,Thomas Piketty,4.03,18736925,Economics,Nonfiction,9.78067E+12,English,Capital in the Twenty-First Century,497,778,2817,6323,6362,16777,https://www.goodreads.com/book/show/18736925-capital-in-the-twenty-first-century
894,Elin K. Jacob,5,649383,,,,,Classification and Categorization: A Difference that makes a Difference,,,,,,1,https://www.goodreads.com/book/show/649383.Classification_and_Categorization
895,Riley Mackenzie,4.06,18633693,Romance,Romance,,English,Beautifully Done (Beautifully Awake #2),24,50,128,319,357,878,https://www.goodreads.com/book/show/18633693-beautifully-done
896,George Hincapie,3.55,18635165,Sports,Sports and Games,9.78006E+12,,The Loyal Lieutenant: Leading Out Lance and Pushing Through the Pain on the Rocky Road to Paris,19,46,162,140,100,467,https://www.goodreads.com/book/show/18635165-the-loyal-lieutenant
897,Andrew Norman,4,18662189,,,9.78184E+12,English,T.E. Lawrence: Unravelling the Enigma,,,,,,2,https://www.goodreads.com/book/show/18662189-t-e-lawrence
898,Maya Van Wagenen,4.04,18667753,Nonfiction,Autobiography,9.78053E+12,English,Popular: Vintage Wisdom for a Modern Geek,148,420,1894,3812,3557,9831,https://www.goodreads.com/book/show/18667753-popular
899,Sophia Amoruso,3.7,18667945,Nonfiction,Autobiography,9.7804E+12,English,#GIRLBOSS,2555,5242,13380,15644,15762,52583,https://www.goodreads.com/book/show/18667945-girlboss
900,Ryan Holiday,4.12,18668059,Philosophy,Nonfiction,9.78159E+12,English,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,396,926,3133,6310,8569,19334,https://www.goodreads.com/book/show/18668059-the-obstacle-is-the-way
901,Ken Schwaber,3.81,349419,Nonfiction,Computer Science,9.78013E+12,English,Agile Software Development with Scrum,13,49,229,300,212,803,https://www.goodreads.com/book/show/349419.Agile_Software_Development_with_Scrum
902,Tracy Kidder,4.1,7090,Nonfiction,Science,9.78032E+12,English,The Soul of a New Machine,67,187,843,1950,1910,4957,https://www.goodreads.com/book/show/7090.The_Soul_of_a_New_Machine
903,Andrew Pettegree,3.69,18693394,History,Nonfiction,9.7803E+12,English,The Invention of News: How the World Came to Know About Itself,1,6,26,40,14,87,https://www.goodreads.com/book/show/18693394-the-invention-of-news
904,William Finnegan,4.18,18693910,Nonfiction,Autobiography,9.78159E+12,English,Barbarian Days: A Surfing Life,91,357,1438,3525,4148,9559,https://www.goodreads.com/book/show/18693910-barbarian-days
905,Jeff Hobbs,4.14,18775365,Nonfiction,Biography,9.78148E+12,English,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,226,564,2876,7416,7258,18340,https://www.goodreads.com/book/show/18775365-the-short-and-tragic-life-of-robert-peace
906,William Gibson,3.79,682768,Science Fiction,Science Fiction,9.78043E+12,English,Idoru (Bridge #2),146,1028,5584,7681,4123,18562,https://www.goodreads.com/book/show/682768.Idoru
907,Garth Risk Hallberg,3.41,24189224,Fiction,Historical,9.78039E+12,English,City on Fire,687,1648,3402,3676,2050,11463,https://www.goodreads.com/book/show/24189224-city-on-fire
908,Richard Butterfield,4.5,19132221,,,,English,Richard Butterfield's Power of Persuasion,0,0,0,3,3,6,https://www.goodreads.com/book/show/19132221-richard-butterfield-s-power-of-persuasion
909,Daniel J. Levitin,3.87,141565,Music,Nonfiction,9.78053E+12,English,This Is Your Brain on Music: The Science of a Human Obsession,1946,2869,9664,12671,15597,42747,https://www.goodreads.com/book/show/141565.This_Is_Your_Brain_on_Music
910,Joe De Sena,3.93,19583491,Nonfiction,Self Help,9.78054E+12,English,Spartan Up!: A Take-No-Prisoners Guide to Overcoming Obstacles and Achieving Peak Performance in Life,32,82,323,457,485,1379,https://www.goodreads.com/book/show/19583491-spartan-up
911,Hampton Sides,4.19,20897517,Nonfiction,History,9.78039E+12,English,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,297,455,1908,5556,6519,14735,https://www.goodreads.com/book/show/20897517-in-the-kingdom-of-ice
912,Peter Allison,3.93,891224,Cultural,Nonfiction,9.78076E+12,English,"Whatever You Do, Don't Run: True Tales Of A Botswana Safari Guide",87,330,1637,2771,2088,6913,https://www.goodreads.com/book/show/891224.Whatever_You_Do_Don_t_Run
913,Abby Hanlon,4.14,20484662,Childrens,Childrens,9.7808E+12,,Dory Fantasmagory (Dory Fantasmagory #1),37,105,381,773,1038,2334,https://www.goodreads.com/book/show/20484662-dory-fantasmagory
914,Nick Bostrom,3.86,20527133,Science,Nonfiction,9.7802E+12,English,"Superintelligence: Paths, Dangers, Strategies",123,471,1785,2804,2065,7248,https://www.goodreads.com/book/show/20527133-superintelligence
915,John  McDonald,4.35,888524,Self Help,Spirituality,9.78093E+12,English,"The Message of a Master: Classic Tale of Wealth, Wisdon, and the Secret of Success",0,4,20,27,71,122,https://www.goodreads.com/book/show/888524.The_Message_of_a_Master
916,Mark McClusky,4,20821080,Nonfiction,Science,9.78159E+12,,"Faster, Higher, Stronger: How Sports Science Is Creating a New Generation of Superathletes—and What We Can Learn from Them",3,14,102,237,141,497,https://www.goodreads.com/book/show/20821080-faster-higher-stronger
917,Thich Nhat Hanh,4.37,20949716,Religion,Nonfiction,9.78194E+12,,"No Mud, No Lotus: The Art of Transforming Suffering",7,38,226,742,1099,2112,https://www.goodreads.com/book/show/20949716-no-mud-no-lotus
918,Randall Munroe,4.16,21413662,Nonfiction,Science,9.78054E+12,English,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,1668,3213,12879,28625,38272,84657,https://www.goodreads.com/book/show/21413662-what-if
919,Christian Rudder,3.73,22591134,Nonfiction,Science,,English,Dataclysm: Who We Are (When We Think No One's Looking),218,609,2546,3708,2001,9082,https://www.goodreads.com/book/show/22591134-dataclysm
920,Jane Austen,4.5,21806197,,,,English,Mirth and Mischief,2,2,2,7,37,50,https://www.goodreads.com/book/show/21806197-mirth-and-mischief
921,Douglas Rushkoff,3.77,190011,Business,Nonfiction,9.78006E+12,English,Get Back in the Box: How Being Great at What You Do Is Great for Business,4,10,24,51,29,118,https://www.goodreads.com/book/show/190011.Get_Back_in_the_Box
922,Walter Isaacson,4.05,21856367,Nonfiction,History,9.78148E+12,English,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",504,777,3231,7306,7262,19080,https://www.goodreads.com/book/show/21856367-the-innovators
923,David H. Maister,3.86,873993,Business,Nonfiction,9.78074E+12,English,The Trusted Advisor,34,117,439,656,531,1777,https://www.goodreads.com/book/show/873993.The_Trusted_Advisor
924,Tijan,4.24,22055137,New Adult,Romance,,English,Jaden (Jaded #3),64,124,436,863,1639,3126,https://www.goodreads.com/book/show/22055137-jaden
925,Brent Schlender,4.2,23395719,Biography,Nonfiction,9.78077E+12,,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,240,362,1393,3814,4946,10755,https://www.goodreads.com/book/show/23395719-becoming-steve-jobs
926,W. Timothy Gallwey,4.24,905,Nonfiction,Psychology,9.78068E+12,,The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,47,152,742,1873,2457,5271,https://www.goodreads.com/book/show/905.The_Inner_Game_of_Tennis
927,Ashlee Vance,4.26,25541028,Biography,Nonfiction,9.78006E+12,English,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",2819,3026,13230,42976,59486,121537,https://www.goodreads.com/book/show/25541028-elon-musk
